diff,mean
534.8479632913879,534.8479632913879
530.8622146993808,532.8550889953844
532.746318376928,532.8188321225656
536.1898930686649,533.6615973590905
531.91728567399,533.3127350220705
528.1832205188356,532.457815938198
532.047987565797,532.399269027855
529.485326153464,532.0350261685561
532.4361158889419,532.0795916930433
537.5605417827612,532.6276867020151
534.2077137534695,532.7713255248747
533.2316481399305,532.809685742796
528.0934437678887,532.4468978985723
527.4744460771378,532.0917227684698
532.4988693199269,532.1188658719003
535.3042483107071,532.3179522743258
536.616351341669,532.5707992782872
536.6192690129365,532.7957142635454
527.8675729475412,532.5363384048084
531.8290154540161,532.5009722572687
535.0301128902554,532.6214075255061
529.4411628736609,532.4768509504223
532.5284392008906,532.479093917834
528.7250086726764,532.3226736992857
533.446844587442,532.367640534812
534.2832244233142,532.4413168382159
529.8465620831153,532.3452148102492
539.6996251539599,532.6078723225247
529.1432601522213,532.4884029373418
528.5908541171107,532.358484643334
536.5276618162719,532.4929742295578
535.3728094821597,532.5829690812017
532.0551854299126,532.5669756372232
521.6710686374964,532.2465077842901
535.3913450376008,532.3363602772419
533.9124975667925,532.3801418686182
528.3572733837526,532.2714156933516
535.441067651226,532.3548275869799
538.2552446632817,532.506120332526
526.836188064987,532.3643720258376
528.2137937869346,532.2631384102546
530.4675292254533,532.2203858106164
533.5130793322429,532.2504484506543
529.5958797998078,532.1901173449531
528.563371490957,532.1095229926422
535.3203816212628,532.1793242671773
536.0151859766714,532.2609383461028
531.5547408785142,532.2462258988613
533.2159820160845,532.2660168400291
533.3895866065361,532.2884882353593
534.4220327278166,532.3303224410937
535.0812935627577,532.383225731895
535.0828734469359,532.4341624812354
537.2918633560665,532.5241199048434
536.4176089148347,532.5949106141159
533.2728662930143,532.6070169655247
530.3251502660521,532.5669842164112
538.4506919312158,532.6684274528734
533.6714176643803,532.6854272869667
537.2779925380473,532.7619700411514
533.9453218752342,532.7813692515463
528.4828788951608,532.7120387619271
534.7719648384307,532.7447360012367
528.4345397404971,532.6773891846626
537.5065536024322,532.7516840218591
536.7092141373007,532.8116465993658
534.9403703456594,532.8434185955791
534.2998614343521,532.8648368726199
536.3210014294093,532.9149262140227
531.4336176079581,532.8937646625075
533.5325349106424,532.9027614265657
536.1155563057117,532.9473835776649
532.2460559801948,532.9377763503024
532.3124035316066,532.929325366266
