diff,mean
-12.963210100278388,-12.963210100278388
41.49143147442453,14.264110687073071
60.26970863032557,29.59931000149057
63.51963754241399,38.079391886721424
-20.573126298702505,26.348888249636637
63.15946798766788,32.48398487264185
54.14865199499161,35.578937318691814
44.525929691674946,36.697311365314704
63.452612694867184,39.67012262415387
60.36091118066156,41.739201479804635
40.28486176716876,41.606988778655925
42.17714849839058,41.65450208863381
33.45589430086193,41.0238399511129
2.8189027323975324,38.2949158640618
62.42929083353465,39.90387419535999
39.78092386569597,39.89618979975599
31.004213962597987,39.373132397570224
53.18279049426678,40.140335625164475
55.19383813660011,40.93262523102951
62.03673035357531,41.9878304871568
-90.18062091079912,35.694094706301755
63.45461124222902,36.95593636702572
64.63197836858319,38.159242541006485
47.745473432105655,38.558668828135616
27.27702843809243,38.10740321253389
55.11152122903775,38.76140775163019
-32.205799215932984,36.13299267875748
65.23596077398258,37.172384396444095
58.03974990241045,37.89194872423604
35.743543344317345,37.82033521157208
60.82032112182276,38.56227024093501
66.18897410093757,39.42560473656009
-26.2587993218159,37.43516824994264
28.464064243114535,37.17131224974181
-141.1927513518915,32.075196146838
63.408571521897784,32.945567685034106
57.78956850514112,33.61702716665862
53.21029563396576,34.13263949474566
62.63772400971652,34.863539097693625
61.121217407725794,35.51998105544443
33.43992875493393,35.46924807250515
52.84273928204175,35.88290262511317
42.75932321763844,36.04281938307887
-155.35784516848742,31.692804279634185
44.77261732068894,31.98346679165762
-41.15105385596348,30.393585908013684
11.127793987860855,29.98367544162745
63.920457065075425,30.690691725449284
56.91540569009203,31.225889969625666
-211.53841354201768,26.3706038993928
-66.26211305176616,24.554276116036743
64.82611543381529,25.328734564455562
57.207082031224104,25.930212818545538
-46.1856734796811,24.59473344265245
52.04557988740157,25.09383974164789
-34.03723648685343,24.037927666138938
42.61556361910732,24.363851103910317
54.80232376044364,24.888652356609168
64.27116934075707,25.55615264447608
29.11291111187245,25.61543195226602
33.36919886042824,25.742542885186715
52.784662294214286,26.17870610146135
3.762679445987942,25.822896154549074
37.17154489290408,26.00021879108587
5.79217552089051,25.689325817698247
53.17473959707547,26.105771481022146
58.80216388740848,26.59377733783388
62.02728793952963,27.114858376094116
56.40486515161524,27.53935122791326
46.38601549205805,27.808589288829616
-39.81721449384986,26.85611317921441
60.72670948407438,27.32653812789302
22.268513058362828,27.25725011324192
-10.350610398774279,26.749035781998458
39.48609389291528,26.91886322347735
-45.85997647496322,25.961246911655763
22.441507595817825,25.915536011450076
-69.3420453483377,24.694284968375875
56.842141292234146,25.101219858551296
64.23588245540338,25.590403141011944
22.639782461211553,25.55397572521194
61.54244283789308,25.99285947048854
50.80804677153674,26.291837630742133
-130.62546208204787,24.423774538923205
-73.66267173398239,23.269816347477256
63.495515620528636,23.737557036698785
-24.70351951748887,23.180763053317317
-267.987181783065,19.87203640744934
-89.15721620508816,18.646988625285996
64.40187281147087,19.155376227354715
43.2264191882532,19.419893182968984
66.3671944785226,19.930189936181524
61.58334432127697,20.378073316666423
8.86548627603679,20.25559898644696
54.334231361808634,20.6143214325034
-15.166541820526731,20.241604106951
-22.343803910157817,19.802579282032355
50.786024556380994,20.118736886872647
59.00015352147091,20.511478469040306
28.547970257159363,20.591843386921497
-23.067129480622725,20.159576328826997
62.465990975047475,20.574345099868374
45.59010905284856,20.817216594557504
58.96735178105064,21.184044817504553
55.745702944880804,21.51320346633671
52.27094637624907,21.80337085227928
-27.026506510473382,21.34701685823486
28.793797321662055,21.41596852919252
51.39254661432847,21.6909830070378
44.883898232834895,21.901827690908682
48.778837202178806,22.143962911730934
42.853953315078456,22.32887354033225
62.526150853627314,22.68460165814902
-43.811532377260164,22.10130223678578
58.464108744889586,22.417500554247553
37.57531217616588,22.548171344091678
61.50017772936269,22.88109447558972
