diff,mean
494.723512360334,494.723512360334
494.1321905761947,494.42785146826435
494.1955698662499,494.35042426759287
496.9453336124152,494.99915160379845
497.9489197592136,495.58910523488146
497.26638322805104,495.86865156707637
495.0078655901707,495.74568214180414
496.3850060799093,495.8255976340673
498.7460148843296,496.150088439652
493.4952627241564,495.8846058681024
495.736314771528,495.8711248593229
502.9564063677526,496.4615649850254
501.59971693742796,496.8568074429025
495.5160908655488,496.7610419730915
496.62854943205116,496.75220913702213
506.8839816106017,497.3854449166209
496.11098590631593,497.3104767395441
500.43418357652286,497.48401600826514
505.3418911206222,497.89758838259974
499.36472579930546,497.970945253435
494.58972659987944,497.8099348413609
492.09873543231595,497.5503348682225
495.68791261236413,497.469359987533
496.8942962401378,497.4453989980582
501.40888335862644,497.6039383724809
496.56140744781214,497.5638410292244
505.1315840920181,497.8441278093279
495.1803717685791,497.74899366501546
494.8186456576691,497.6479471820035
496.416674616975,497.60690476316927
500.3539520496611,497.6955191917658
489.4301686359165,497.4372269868955
502.049603227842,497.5769959638938
498.1956441129215,497.5951914976888
495.214239552575,497.5271642992569
499.33558588321034,497.57739823214456
495.65219789805826,497.52536579068277
501.03736384945387,497.61778679222937
498.0272570198616,497.6282860288353
494.4746679976414,497.5494455780555
492.9709875574117,497.4377758702349
500.21175961948813,497.50382310235995
491.9012599283278,497.37353093552196
496.9029757938548,497.3628365004841
499.8362210790573,497.4178006022302
498.80536867339583,497.44796512551636
497.77344793418547,497.4548902916583
497.3923191170952,497.4535867255215
496.94974601210924,497.4433042619825
491.73848485090946,497.32920787376105
499.51012612654245,497.3719709767567
493.8754509058109,497.30473020616165
495.7293322439441,497.2750057163085
491.7077206515354,497.1719078447386
505.1471675123381,497.3169125659677
493.40246378342783,497.24701169485087
496.4734746462898,497.2334408694375
493.4328750967409,497.16791387335655
496.831872790415,497.1622182617813
493.8563869166245,497.1071210726953
495.5447189220529,497.0815079226848
505.5124367218766,497.21749064525244
499.023341616876,497.2461549463893
493.33895192932926,497.1851048992478
502.53722462369797,497.26744520270086
493.9276906411834,497.21684286085974
478.18753662695633,496.9328233648314
500.6002585391386,496.9867562350418
488.6940361249516,496.8665718856202
494.9431478045972,496.83909439874844
499.7301283230332,496.8798131864144
495.22388338463657,496.8568141613897
494.93250311201007,496.83045373605574
498.5571716995398,496.8537877625893
493.42783632356304,496.80810841006894
483.7853122956882,496.63675582961656
501.55088847717525,496.7005757341303
494.0187411775321,496.666193239815
486.4602876521293,496.5370045614899
504.23358001632164,496.63321175467524
493.936617321664,496.59992046537883
494.4513892570594,496.5737188652774
499.2688142554731,496.60618989407493
495.36376784657136,496.59139915541425
501.92900595322135,496.65419452950607
494.3998811124718,496.62798158279634
491.39406833359317,496.5678216603917
493.9435733250825,496.5380006565813
494.26942849895363,496.51251108177655
497.6028545374354,496.52462600906165
505.44225217109306,496.6226219009521
492.48680209024815,496.5776673377923
493.15832014308046,496.54090016365564
500.61634505312963,496.5842559603522
499.9933285287648,496.62014093475653
498.429077576371,496.6389840247734
491.3897417573668,496.5848681251094
495.4277333488052,496.573060627392
492.76968910413586,496.5346427332177
499.7886450457746,496.56718275634324
497.5735359071035,496.577146648925
499.53162101149553,496.6061120838522
498.5185636284084,496.6246795745761
504.7616921239005,496.702920079858
494.9033583801363,496.68578139700355
495.51715714864304,496.67475663994355
498.97675277311214,496.6962706224965
497.5702184477675,496.70436273198976
507.19976840646837,496.8006508574437
495.44704102024946,496.7883453134692
497.06243981693785,496.7908146333203
497.2993033060395,496.7953547107553
500.3455030445691,496.82677195264745
503.8402168150732,496.8882933988091
498.96184730963944,496.9063243023815
502.2889799904792,496.9527265065893
495.0467666827551,496.9364362516847
501.48261340841555,496.9749631767417
497.28018628392977,496.9775280768022
497.7894161623352,496.98429381084827
500.19518896612726,497.0108301344456
496.1461941756771,497.00374295445573
494.7832485053972,496.98569015405684
492.82539894551087,496.9521394185041
497.94278900806955,496.9600646152206
493.68193962831185,496.9340477502451
495.27835937025225,496.92101083386723
497.34185195648115,496.92429865513765
497.8476708230236,496.9314565789197
484.9054910583312,496.8389491518382
499.55456719431413,496.8596790605594
492.9927974035961,496.8303845025521
494.99912119663986,496.8166156055151
493.6865502489519,496.79325690882433
495.7364732933786,496.7854288820433
503.43256624462845,496.83430489206233
499.4152295354777,496.85314375807263
499.09000714690035,496.86935291306406
498.7215026310855,496.88267773117934
487.4006965812671,496.8149492943943
481.86593771688035,496.70892793568856
496.1095238098984,496.7047067798731
491.0213558495569,496.6649630670737
493.40702753428616,496.6423385147626
498.50733071774414,496.65520052995555
496.83799409291896,496.6564525406608
493.1814463870462,496.6328130430171
493.83992819773584,496.6139421994679
490.32933780269923,496.57176364646944
500.8045500172136,496.59998222227443
492.62854135573116,496.57368128938344
497.5559784469284,496.58014377068304
499.81547686174133,496.60128973859844
501.89781188509096,496.6356827395497
493.0389796851989,496.6124782037151
497.5810012851641,496.6186866850064
497.6481767984924,496.6252439468758
491.76601778365534,496.59448935090603
501.48666128956063,496.62525772787865
484.9420135578265,496.5522374518158
496.06283113639483,496.5491976610368
